iter	Accuracy	Logloss
199	0.9523809524	0.1444710622
200	0.9523809524	0.1441090102
201	0.9523809524	0.1439210341
202	0.9523809524	0.1434233132
203	0.9523809524	0.143209636
204	0.9523809524	0.143029652
205	0.9523809524	0.1427095685
206	0.9523809524	0.1424351172
207	0.9523809524	0.1421596615
208	0.9523809524	0.1420191331
209	0.9523809524	0.141743557
210	0.9523809524	0.1415266827
211	0.9523809524	0.1414541336
212	0.9523809524	0.1412355007
213	0.9523809524	0.1410993691
214	0.9523809524	0.1407386963
215	0.9523809524	0.1406599914
216	0.9523809524	0.1402405986
217	0.9523809524	0.1400763165
218	0.9523809524	0.1399412323
219	0.9523809524	0.1398258801
220	0.9523809524	0.1395119198
221	0.9523809524	0.1391722616
222	0.9523809524	0.1390296571
223	0.9523809524	0.1389045287
224	0.9523809524	0.1387715459
225	0.9523809524	0.1384448123
226	0.9523809524	0.1380655307
227	0.9523809524	0.1378355551
228	0.9523809524	0.1376837586
229	0.9523809524	0.137466419
230	0.9523809524	0.1372513867
231	0.9523809524	0.1370700128
232	0.9523809524	0.1369521678
233	0.9523809524	0.1366518432
234	0.9523809524	0.136409973
235	0.9523809524	0.1362868285
236	0.9523809524	0.1361342442
237	0.9523809524	0.135891747
238	0.9523809524	0.1356483327
239	0.9523809524	0.1354091244
240	0.9523809524	0.1352849887
241	0.9523809524	0.1349516555
242	0.9523809524	0.134772261
243	0.9523809524	0.1346750285
244	0.9523809524	0.1344471152
245	0.9523809524	0.1342610064
246	0.9523809524	0.1341246247
247	0.9523809524	0.1338675561
248	0.9523809524	0.1335910984
249	0.9523809524	0.1334767566
250	0.9523809524	0.133286828
251	0.9523809524	0.1330396007
252	0.9523809524	0.1329346714
253	0.9523809524	0.1327297977
254	0.9523809524	0.1325677118
255	0.9523809524	0.1323207892
256	0.9523809524	0.1322922592
257	0.9523809524	0.1321680857
258	0.9523809524	0.1319798156
259	0.9523809524	0.1318896358
260	0.9523809524	0.1318383909
261	0.9523809524	0.1316705108
262	0.9523809524	0.1315124162
263	0.9523809524	0.131272627
264	0.9523809524	0.1311772049
265	0.9523809524	0.1310563332
266	0.9523809524	0.1309757202
267	0.9523809524	0.1308205827
268	0.9523809524	0.1306575973
269	0.9523809524	0.1304575255
270	0.9523809524	0.1302264581
271	0.9523809524	0.1301163307
272	0.9523809524	0.1299259844
273	0.9523809524	0.1297696895
274	0.9523809524	0.1295625761
275	0.9523809524	0.1293569775
276	0.9523809524	0.1292421276
277	0.9523809524	0.1290378224
278	0.9523809524	0.128845493
279	0.9523809524	0.1287377866
280	0.9523809524	0.128559256
281	0.9523809524	0.128438262
282	0.9523809524	0.1283775767
283	0.9523809524	0.1283422989
284	0.9523809524	0.1282145058
285	0.9523809524	0.1280522822
286	0.9523809524	0.1278902609
287	0.9523809524	0.1276690907
288	0.9523809524	0.1276290782
289	0.9523809524	0.1274654479
290	0.9523809524	0.1273529832
291	0.9523809524	0.1270928809
292	0.9523809524	0.1270237177
293	0.9523809524	0.1269410911
294	0.9523809524	0.1268789783
295	0.9523809524	0.126782461
296	0.9523809524	0.1266148637
297	0.9523809524	0.1265407008
298	0.9523809524	0.1264734325
299	0.9523809524	0.1263502902
300	0.9523809524	0.1262604919
301	0.9523809524	0.1261885508
302	0.9523809524	0.1259784864
303	0.9523809524	0.1259005022
304	0.9523809524	0.1257312154
305	0.9523809524	0.1256459948
306	0.9523809524	0.1254917641
307	0.9523809524	0.1253402885
308	0.9523809524	0.125293935
309	0.9523809524	0.1252205669
310	0.9523809524	0.1250736526
311	0.9523809524	0.12496503
312	0.9523809524	0.1248547761
313	0.9523809524	0.1247847609
314	0.9523809524	0.12471153
315	0.9523809524	0.1245741665
316	0.9523809524	0.1244379902
317	0.9523809524	0.1242837433
318	0.9523809524	0.1241364448
319	0.9523809524	0.1240131709
320	0.9523809524	0.1239730358
321	0.9523809524	0.1238285905
322	0.9523809524	0.1237653832
323	0.9523809524	0.1237076253
324	0.9523809524	0.1236569955
325	0.9523809524	0.1236229338
326	0.9523809524	0.1235213113
327	0.9523809524	0.1234479748
328	0.9523809524	0.1234206819
329	0.9523809524	0.1233569068
330	0.9523809524	0.1232231135
331	0.9523809524	0.123116379
332	0.9523809524	0.1229909197
333	0.9523809524	0.1228394528
334	0.9523809524	0.1227374989
335	0.9523809524	0.122609594
336	0.9523809524	0.1225503997
337	0.9523809524	0.1224827789
338	0.9523809524	0.1224247389
339	0.9523809524	0.1223812214
340	0.9523809524	0.1222216456
341	0.9523809524	0.1220831633
342	0.9523809524	0.1219944443
343	0.9523809524	0.1218614513
344	0.9523809524	0.1217762665
345	0.9523809524	0.1216988123
346	0.9523809524	0.1216239638
347	0.9523809524	0.121566826
348	0.9523809524	0.1214753972
349	0.9523809524	0.1214226094
350	0.9523809524	0.1214188977
351	0.9523809524	0.1213491959
352	0.9523809524	0.1212820553
353	0.9523809524	0.1212725517
354	0.9523809524	0.1212206414
355	0.9523809524	0.1211220629
356	0.9523809524	0.1210724799
357	0.9523809524	0.12102508
358	0.9523809524	0.1209733384
359	0.9523809524	0.1209288998
360	0.9523809524	0.1208917933
361	0.9523809524	0.1207838482
362	0.9523809524	0.1207418027
363	0.9523809524	0.1206967286
364	0.9523809524	0.1206778254
365	0.9523809524	0.1206370006
366	0.9523809524	0.1205310756
367	0.9523809524	0.120464637
368	0.9523809524	0.1203646866
369	0.9523809524	0.1202812058
370	0.9523809524	0.1202198047
371	0.9523809524	0.1201424603
372	0.9523809524	0.1200851719
373	0.9523809524	0.1200105181
374	0.9523809524	0.1199337659
375	0.9523809524	0.1198845272
376	0.9523809524	0.1197934306
377	0.9523809524	0.1196709163
378	0.9523809524	0.1195310682
379	0.9523809524	0.119466913
380	0.9523809524	0.1194266669
381	0.9523809524	0.1193106393
382	0.9523809524	0.1192743874
383	0.9523809524	0.1192092608
384	0.9523809524	0.1191105268
385	0.9523809524	0.1190518017
386	0.9523809524	0.1190139088
387	0.9523809524	0.118932397
388	0.9523809524	0.1188556416
389	0.9523809524	0.1187952266
390	0.9523809524	0.1187363593
391	0.9523809524	0.1186559441
392	0.9523809524	0.1185701837
393	0.9523809524	0.1185156297
394	0.9523809524	0.1184341464
395	0.9523809524	0.1183707733
396	0.9523809524	0.1183355319
397	0.9523809524	0.1182343062
398	0.9523809524	0.1181706742
399	0.9523809524	0.1180865955
400	0.9523809524	0.1180434493
401	0.9523809524	0.1180065591
402	0.9523809524	0.1179191487
403	0.9523809524	0.1178261385
404	0.9523809524	0.1177375104
405	0.9523809524	0.1176417994
406	0.9523809524	0.1175732116
407	0.9523809524	0.117546144
408	0.9523809524	0.1175068501
409	0.9523809524	0.1174556394
410	0.9523809524	0.1174229822
411	0.9523809524	0.1173689164
412	0.9523809524	0.1173401461
413	0.9523809524	0.1172776049
414	0.9523809524	0.1172568603
415	0.9523809524	0.1172155533
416	0.9523809524	0.1171732272
417	0.9523809524	0.1170921361
418	0.9523809524	0.1170035503
419	0.9523809524	0.1169238181
420	0.9523809524	0.1168473664
421	0.9523809524	0.1168121081
422	0.9523809524	0.116774727
423	0.9523809524	0.1166935392
424	0.9523809524	0.116650059
425	0.9523809524	0.1166248571
426	0.9523809524	0.1165315085
427	0.9523809524	0.1164774547
428	0.9523809524	0.116398458
429	0.9523809524	0.1163658937
430	0.9523809524	0.1163429668
431	0.9523809524	0.1163146081
432	0.9523809524	0.1162766797
433	0.9523809524	0.1162303351
434	0.9523809524	0.1161808947
435	0.9523809524	0.1161554617
436	0.9523809524	0.1161103688
437	0.9523809524	0.1160248304
438	0.9523809524	0.1159815199
439	0.9523809524	0.1159367887
440	0.9523809524	0.1158864823
441	0.9523809524	0.1158156892
442	0.9523809524	0.1157831604
443	0.9523809524	0.1157336278
444	0.9523809524	0.1157089786
445	0.9523809524	0.1157016353
446	0.9523809524	0.1156787326
447	0.9523809524	0.1156429055
448	0.9523809524	0.1156176812
449	0.9523809524	0.1155792611
450	0.9523809524	0.1155319384
451	0.9523809524	0.1154612428
452	0.9523809524	0.1154195636
453	0.9523809524	0.1153923668
454	0.9523809524	0.1153310786
455	0.9523809524	0.115322135
456	0.9523809524	0.1152957666
457	0.9523809524	0.1152675351
458	0.9523809524	0.1152187698
459	0.9523809524	0.1151855608
460	0.9523809524	0.1151632386
461	0.9523809524	0.1151065657
462	0.9523809524	0.115042352
463	0.9523809524	0.114979873
464	0.9523809524	0.114908622
465	0.9523809524	0.1148619852
466	0.9523809524	0.1148260675
467	0.9523809524	0.1147767558
468	0.9523809524	0.1147105558
469	0.9523809524	0.1146483905
470	0.9523809524	0.1145761909
471	0.9523809524	0.1145440917
472	0.9523809524	0.1144905007
473	0.9523809524	0.1144343645
474	0.9523809524	0.1143677687
475	0.9523809524	0.1143381533
476	0.9523809524	0.114324447
477	0.9523809524	0.1142823393
478	0.9523809524	0.1142316346
479	0.9523809524	0.1141932304
480	0.9523809524	0.1141467522
481	0.9523809524	0.1141197045
482	0.9523809524	0.1140964183
483	0.9523809524	0.1140790043
484	0.9523809524	0.1140298487
485	0.9523809524	0.1139920985
486	0.9523809524	0.1139474015
487	0.9523809524	0.1139255173
488	0.9523809524	0.1138990539
489	0.9523809524	0.1138935399
490	0.9523809524	0.1138468517
491	0.9523809524	0.1138025071
492	0.9523809524	0.1137724022
493	0.9523809524	0.1137261437
494	0.9523809524	0.1137051239
495	0.9523809524	0.1136690002
496	0.9523809524	0.1136266441
497	0.9523809524	0.1136061846
498	0.9523809524	0.1135711124
499	0.9523809524	0.1135278796
500	0.9523809524	0.1135199473
501	0.9523809524	0.1134849449
502	0.9523809524	0.1134297953
503	0.9523809524	0.1133840635
504	0.9523809524	0.1133612334
505	0.9523809524	0.1133485636
506	0.9523809524	0.1133208936
507	0.9523809524	0.1132853543
508	0.9523809524	0.1132475228
509	0.9523809524	0.1132243387
510	0.9523809524	0.1131933124
511	0.9523809524	0.1131701726
512	0.9523809524	0.1131468923
513	0.9523809524	0.113104638
514	0.9523809524	0.1130594108
515	0.9523809524	0.1130306171
516	0.9523809524	0.1129709607
517	0.9523809524	0.1129444774
518	0.9523809524	0.1128913851
519	0.9523809524	0.1128643629
520	0.9523809524	0.1128419413
521	0.9523809524	0.1128124421
522	0.9523809524	0.1127717239
523	0.9523809524	0.1127453899
524	0.9523809524	0.1127086946
525	0.9523809524	0.1126841029
526	0.9523809524	0.1126502457
527	0.9523809524	0.112646084
528	0.9523809524	0.1126103451
529	0.9523809524	0.1125975269
530	0.9523809524	0.1125528448
531	0.9523809524	0.1125207233
532	0.9523809524	0.1124926483
533	0.9523809524	0.1124730446
534	0.9523809524	0.1124157292
535	0.9523809524	0.1123715482
536	0.9523809524	0.1123308658
537	0.9523809524	0.1123177872
538	0.9523809524	0.112292626
539	0.9523809524	0.1122332233
540	0.9523809524	0.1122053394
541	0.9523809524	0.1121855348
542	0.9523809524	0.1121657284
543	0.9523809524	0.1121200704
544	0.9523809524	0.1120878878
545	0.9523809524	0.1120650569
546	0.9523809524	0.1120303619
547	0.9523809524	0.1120099541
548	0.9523809524	0.1119876527
549	0.9523809524	0.1119695106
550	0.9523809524	0.1119051134
551	0.9523809524	0.1118598578
552	0.9523809524	0.1118383773
553	0.9523809524	0.1117990296
554	0.9523809524	0.1117594968
555	0.9523809524	0.1117217879
556	0.9523809524	0.1116975208
557	0.9523809524	0.1116688886
558	0.9523809524	0.1116537486
559	0.9523809524	0.1116383357
560	0.9523809524	0.1116284499
561	0.9523809524	0.1116116878
562	0.9523809524	0.1115911401
563	0.9523809524	0.1115547297
564	0.9523809524	0.1115126469
565	0.9523809524	0.1114878337
566	0.9523809524	0.1114638257
567	0.9523809524	0.1114503974
568	0.9523809524	0.1114093657
569	0.9523809524	0.1113728241
570	0.9523809524	0.1113301751
571	0.9523809524	0.1112910157
572	0.9523809524	0.1112652815
573	0.9523809524	0.1112300031
574	0.9523809524	0.1111952569
575	0.9523809524	0.1111744555
576	0.9523809524	0.11115866
577	0.9523809524	0.1111404296
578	0.9523809524	0.1111027972
579	0.9523809524	0.1110810378
580	0.9523809524	0.1110641175
581	0.9523809524	0.1110554905
582	0.9523809524	0.1110500269
583	0.9523809524	0.1110183475
584	0.9523809524	0.1109931738
585	0.9523809524	0.1109600706
586	0.9523809524	0.1109270856
587	0.9523809524	0.1109009273
588	0.9523809524	0.1108668961
589	0.9523809524	0.1108472606
590	0.9523809524	0.1108303455
591	0.9523809524	0.1108182624
592	0.9523809524	0.1107854481
593	0.9523809524	0.1107615219
594	0.9523809524	0.1107384515
595	0.9523809524	0.1107141205
596	0.9523809524	0.1106774839
597	0.9523809524	0.1106448185
598	0.9523809524	0.1106134549
599	0.9523809524	0.1105857515
600	0.9523809524	0.1105725433
601	0.9523809524	0.1105567834
602	0.9523809524	0.1105450729
603	0.9523809524	0.1105419926
604	0.9523809524	0.1105198042
605	0.9523809524	0.1104913652
606	0.9523809524	0.1104725655
607	0.9523809524	0.1104574984
608	0.9523809524	0.1104500174
609	0.9523809524	0.1104361396
610	0.9523809524	0.1104066078
611	0.9523809524	0.1104015232
612	0.9523809524	0.1103790614
613	0.9523809524	0.1103703456
614	0.9523809524	0.1103385998
615	0.9523809524	0.1103149954
616	0.9523809524	0.1103056273
617	0.9523809524	0.1102813247
618	0.9523809524	0.110260197
619	0.9523809524	0.1102418942
620	0.9523809524	0.110228389
621	0.9523809524	0.1102017891
622	0.9523809524	0.1101798316
623	0.9523809524	0.1101624663
624	0.9523809524	0.110149364
625	0.9523809524	0.1101402329
626	0.9523809524	0.1101338138
627	0.9523809524	0.1100988051
628	0.9523809524	0.1100830701
629	0.9523809524	0.1100711575
630	0.9523809524	0.110059024
631	0.9523809524	0.1100388667
632	0.9523809524	0.1100258357
633	0.9523809524	0.11001774
634	0.9523809524	0.1100075929
635	0.9523809524	0.1099921698
636	0.9523809524	0.1099803983
637	0.9523809524	0.1099581046
638	0.9523809524	0.109943576
639	0.9523809524	0.1099107918
640	0.9523809524	0.1098863933
641	0.9523809524	0.1098691549
642	0.9523809524	0.1098326811
643	0.9523809524	0.109819817
644	0.9523809524	0.1097950753
645	0.9523809524	0.1097730591
646	0.9523809524	0.109739144
647	0.9523809524	0.1097211244
648	0.9523809524	0.109704922
649	0.9523809524	0.1096970101
650	0.9523809524	0.109671815
651	0.9523809524	0.1096498216
652	0.9523809524	0.1096319247
653	0.9523809524	0.1096199775
654	0.9523809524	0.1096033078
655	0.9523809524	0.1095932981
656	0.9523809524	0.1095804261
657	0.9523809524	0.1095538057
658	0.9523809524	0.1095359743
659	0.9523809524	0.109513787
660	0.9523809524	0.1094912515
661	0.9523809524	0.1094596846
662	0.9523809524	0.1094508124
663	0.9523809524	0.1094366743
664	0.9523809524	0.1094237408
665	0.9523809524	0.1094206404
666	0.9523809524	0.1094106906
667	0.9523809524	0.109397466
668	0.9523809524	0.1093869814
669	0.9523809524	0.1093622641
670	0.9523809524	0.1093539923
671	0.9523809524	0.1093359734
672	0.9523809524	0.1093087835
673	0.9523809524	0.1092897585
674	0.9523809524	0.109280442
675	0.9523809524	0.1092534398
676	0.9523809524	0.1092356391
677	0.9523809524	0.109230645
678	0.9523809524	0.1092212569
679	0.9523809524	0.109194558
680	0.9523809524	0.1091749276
681	0.9523809524	0.1091625961
682	0.9523809524	0.1091434067
683	0.9523809524	0.1091301983
684	0.9523809524	0.1091050719
685	0.9523809524	0.1090949862
686	0.9523809524	0.109070353
687	0.9523809524	0.1090574425
688	0.9523809524	0.1090453385
689	0.9523809524	0.1090271491
690	0.9523809524	0.1090184227
691	0.9523809524	0.1090129379
692	0.9523809524	0.1090042087
693	0.9523809524	0.1089882795
694	0.9523809524	0.1089721181
695	0.9523809524	0.1089375353
696	0.9523809524	0.1089179309
697	0.9523809524	0.1089033757
698	0.9523809524	0.1088868795
699	0.9523809524	0.1088774256
700	0.9523809524	0.1088469071
701	0.9523809524	0.1088386267
702	0.9523809524	0.1088191107
703	0.9523809524	0.1087965652
704	0.9523809524	0.1087851477
705	0.9523809524	0.1087808212
706	0.9523809524	0.1087599727
707	0.9523809524	0.1087492859
708	0.9523809524	0.1087436931
709	0.9523809524	0.1087351537
710	0.9523809524	0.1087058918
711	0.9523809524	0.1086850385
712	0.9523809524	0.1086677748
713	0.9523809524	0.1086541022
714	0.9523809524	0.1086337515
715	0.9523809524	0.1086140265
716	0.9523809524	0.1086034992
717	0.9523809524	0.1085862038
718	0.9523809524	0.1085811805
719	0.9523809524	0.1085610196
720	0.9523809524	0.1085426036
721	0.9523809524	0.1085204948
722	0.9523809524	0.1085135904
723	0.9523809524	0.1084942211
724	0.9523809524	0.1084857914
725	0.9523809524	0.1084721094
726	0.9523809524	0.1084599804
727	0.9523809524	0.1084487181
728	0.9523809524	0.1084319978
729	0.9523809524	0.1084261457
730	0.9523809524	0.1084098238
731	0.9523809524	0.1083929354
732	0.9523809524	0.1083866984
733	0.9523809524	0.1083734777
734	0.9523809524	0.1083587954
735	0.9523809524	0.1083482135
736	0.9523809524	0.1083276925
737	0.9523809524	0.1083226622
738	0.9523809524	0.1083114654
739	0.9523809524	0.1082977727
740	0.9523809524	0.1082910914
741	0.9523809524	0.1082786451
742	0.9523809524	0.1082763073
743	0.9523809524	0.1082552478
744	0.9523809524	0.1082449897
745	0.9523809524	0.1082376812
746	0.9523809524	0.1082156562
747	0.9523809524	0.1082109373
748	0.9523809524	0.1081933519
749	0.9523809524	0.1081856741
750	0.9523809524	0.1081784641
751	0.9523809524	0.1081634324
752	0.9523809524	0.1081419232
753	0.9523809524	0.1081304218
754	0.9523809524	0.1081106311
755	0.9523809524	0.1080902985
756	0.9523809524	0.1080829708
757	0.9523809524	0.1080739173
758	0.9523809524	0.1080694805
759	0.9523809524	0.1080580105
760	0.9523809524	0.1080436863
761	0.9523809524	0.1080279629
762	0.9523809524	0.1080145577
763	0.9523809524	0.1080026778
764	0.9523809524	0.1079853744
765	0.9523809524	0.107957811
766	0.9523809524	0.1079526152
767	0.9523809524	0.107943588
768	0.9523809524	0.1079386358
769	0.9523809524	0.1079319783
770	0.9523809524	0.1079248035
771	0.9523809524	0.1079008104
772	0.9523809524	0.1078846314
773	0.9523809524	0.1078701415
774	0.9523809524	0.1078550661
775	0.9523809524	0.1078377941
776	0.9523809524	0.1078347561
777	0.9523809524	0.107833846
778	0.9523809524	0.107818547
779	0.9523809524	0.1078124429
780	0.9523809524	0.1077922969
781	0.9523809524	0.1077820543
782	0.9523809524	0.107770255
783	0.9523809524	0.1077608056
784	0.9523809524	0.1077478955
785	0.9523809524	0.1077359857
786	0.9523809524	0.1077242874
787	0.9523809524	0.1077128338
788	0.9523809524	0.1076966415
789	0.9523809524	0.1076822138
790	0.9523809524	0.1076716673
791	0.9523809524	0.107661082
792	0.9523809524	0.1076477575
793	0.9523809524	0.1076324011
794	0.9523809524	0.1076147417
795	0.9523809524	0.1075979786
796	0.9523809524	0.1075925875
797	0.9523809524	0.1075859282
798	0.9523809524	0.1075770909
799	0.9523809524	0.1075684255
800	0.9523809524	0.1075581018
801	0.9523809524	0.1075417347
802	0.9523809524	0.1075365106
803	0.9523809524	0.1075282229
804	0.9523809524	0.1075165622
805	0.9523809524	0.1075005015
806	0.9523809524	0.1074864952
807	0.9523809524	0.107466256
808	0.9523809524	0.1074489923
809	0.9523809524	0.1074352728
810	0.9523809524	0.1074138984
811	0.9523809524	0.1073999591
812	0.9523809524	0.1073943231
813	0.9523809524	0.1073886233
814	0.9523809524	0.1073840668
815	0.9523809524	0.1073779294
816	0.9523809524	0.1073658307
817	0.9523809524	0.1073607167
818	0.9523809524	0.1073523789
819	0.9523809524	0.1073452702
820	0.9523809524	0.1073385231
821	0.9523809524	0.1073305345
822	0.9523809524	0.1073191029
823	0.9523809524	0.1073087554
824	0.9523809524	0.1072978678
825	0.9523809524	0.1072870507
826	0.9523809524	0.1072793572
827	0.9523809524	0.1072705511
828	0.9523809524	0.1072666804
829	0.9523809524	0.1072607831
830	0.9523809524	0.1072510025
831	0.9523809524	0.1072395679
832	0.9523809524	0.1072237909
833	0.9523809524	0.1072095214
834	0.9523809524	0.1071958021
835	0.9523809524	0.10718515
836	0.9523809524	0.1071717002
837	0.9523809524	0.1071661507
838	0.9523809524	0.1071624021
839	0.9523809524	0.107148096
840	0.9523809524	0.1071283303
841	0.9523809524	0.1071212069
842	0.9523809524	0.1071125894
843	0.9523809524	0.1071056931
844	0.9523809524	0.1070989117
845	0.9523809524	0.1070935423
846	0.9523809524	0.1070849351
847	0.9523809524	0.1070713782
848	0.9523809524	0.1070593273
849	0.9523809524	0.1070506692
850	0.9523809524	0.1070341875
851	0.9523809524	0.1070297784
852	0.9523809524	0.1070085379
853	0.9523809524	0.1069942263
854	0.9523809524	0.1069845028
855	0.9523809524	0.106977494
856	0.9523809524	0.1069615345
857	0.9523809524	0.1069553848
858	0.9523809524	0.1069446089
859	0.9523809524	0.106929726
860	0.9523809524	0.1069208966
861	0.9523809524	0.1069167067
862	0.9523809524	0.1069087023
863	0.9523809524	0.1068919963
864	0.9523809524	0.1068725752
865	0.9523809524	0.1068688213
866	0.9523809524	0.1068622905
867	0.9523809524	0.1068545781
868	0.9523809524	0.1068452613
869	0.9523809524	0.1068338241
870	0.9523809524	0.1068173745
871	0.9523809524	0.1067999051
872	0.9523809524	0.1067812209
873	0.9523809524	0.1067661881
874	0.9523809524	0.106750276
875	0.9523809524	0.1067399378
876	0.9523809524	0.106729662
877	0.9523809524	0.1067183102
878	0.9523809524	0.1067023346
